call_id,date,daily_caller,call_started,call_answered,call_ended,wait_length,service_length,meets_standard
2961,2021-01-29,115,3:08:23 PM,3:08:23 PM,3:11:15 PM,0,172,TRUE
2962,2021-01-29,116,3:22:36 PM,3:22:36 PM,3:26:42 PM,0,247,TRUE
2963,2021-01-29,117,3:30:56 PM,3:30:56 PM,3:46:05 PM,0,909,TRUE
2964,2021-01-29,118,3:36:54 PM,3:36:54 PM,3:47:13 PM,0,619,TRUE
2965,2021-01-29,119,3:46:54 PM,3:46:54 PM,3:49:23 PM,0,149,TRUE
2966,2021-01-29,120,3:50:50 PM,3:50:50 PM,4:02:19 PM,0,689,TRUE
2967,2021-01-29,121,3:51:31 PM,3:51:31 PM,3:52:05 PM,0,34,TRUE
2968,2021-01-29,122,3:51:59 PM,3:51:59 PM,4:01:49 PM,0,591,TRUE
2969,2021-01-29,123,3:53:07 PM,3:53:07 PM,3:57:32 PM,0,264,TRUE
2970,2021-01-29,124,3:59:49 PM,3:59:49 PM,4:06:58 PM,0,428,TRUE
2971,2021-01-29,125,4:02:10 PM,4:02:10 PM,4:03:28 PM,0,78,TRUE
2972,2021-01-29,126,4:05:04 PM,4:05:04 PM,4:13:37 PM,0,513,TRUE
2973,2021-01-29,127,4:05:44 PM,4:05:44 PM,4:09:08 PM,0,203,TRUE
2974,2021-01-29,128,4:05:54 PM,4:05:54 PM,4:11:10 PM,0,315,TRUE
2975,2021-01-29,129,4:07:27 PM,4:07:27 PM,4:14:08 PM,0,401,TRUE
2976,2021-01-29,130,4:07:40 PM,4:09:08 PM,4:11:46 PM,88,158,FALSE
2977,2021-01-29,131,4:07:42 PM,4:11:10 PM,4:16:03 PM,208,294,FALSE
2978,2021-01-29,132,4:12:11 PM,4:12:11 PM,4:15:39 PM,0,208,TRUE
2979,2021-01-29,133,4:19:23 PM,4:19:23 PM,4:20:01 PM,0,38,TRUE
2980,2021-01-29,134,4:23:34 PM,4:23:34 PM,4:29:25 PM,0,351,TRUE
2981,2021-01-29,135,4:24:59 PM,4:24:59 PM,4:38:46 PM,0,827,TRUE
2982,2021-01-29,136,4:26:28 PM,4:26:28 PM,4:33:31 PM,0,422,TRUE
2983,2021-01-29,137,4:30:17 PM,4:30:17 PM,4:32:19 PM,0,122,TRUE
2984,2021-01-29,138,4:35:30 PM,4:35:30 PM,4:37:58 PM,0,147,TRUE
2985,2021-01-29,139,4:39:59 PM,4:39:59 PM,4:42:02 PM,0,123,TRUE
2986,2021-01-29,140,4:41:58 PM,4:41:58 PM,4:43:15 PM,0,77,TRUE
2987,2021-01-29,141,4:44:26 PM,4:44:26 PM,4:44:30 PM,0,4,TRUE
2988,2021-01-29,142,4:46:37 PM,4:46:37 PM,4:48:39 PM,0,123,TRUE
2989,2021-01-29,143,5:00:40 PM,5:00:40 PM,5:02:16 PM,0,97,TRUE
2990,2021-01-29,144,5:06:30 PM,5:06:30 PM,5:09:58 PM,0,208,TRUE
2991,2021-01-29,145,5:07:26 PM,5:07:26 PM,5:09:17 PM,0,110,TRUE
2992,2021-01-29,146,5:15:24 PM,5:15:24 PM,5:16:06 PM,0,42,TRUE
2993,2021-01-29,147,5:21:37 PM,5:21:37 PM,5:30:33 PM,0,537,TRUE
2994,2021-01-29,148,5:26:28 PM,5:26:28 PM,5:27:13 PM,0,45,TRUE
2995,2021-01-29,149,5:32:03 PM,5:32:03 PM,5:46:41 PM,0,878,TRUE
2996,2021-01-29,150,5:35:14 PM,5:35:14 PM,5:35:42 PM,0,29,TRUE
2997,2021-01-29,151,5:35:33 PM,5:35:33 PM,5:38:26 PM,0,173,TRUE
2998,2021-01-29,152,5:38:29 PM,5:38:29 PM,5:39:16 PM,0,47,TRUE
2999,2021-01-29,153,5:47:14 PM,5:47:14 PM,5:49:47 PM,0,154,TRUE
3000,2021-01-29,155,5:50:18 PM,5:50:18 PM,5:53:28 PM,0,190,TRUE
3001,2021-02-01,1,8:00:00 AM,8:00:00 AM,8:06:43 AM,0,404,TRUE
3002,2021-02-01,2,8:02:28 AM,8:02:28 AM,8:09:43 AM,0,435,TRUE
3003,2021-02-01,3,8:04:51 AM,8:04:51 AM,8:06:36 AM,0,104,TRUE
3004,2021-02-01,4,8:06:48 AM,8:06:48 AM,8:08:47 AM,0,120,TRUE
3005,2021-02-01,5,8:10:14 AM,8:10:14 AM,8:11:08 AM,0,54,TRUE
3006,2021-02-01,6,8:11:45 AM,8:11:45 AM,8:13:05 AM,0,81,TRUE
3007,2021-02-01,7,8:19:29 AM,8:19:29 AM,8:27:43 AM,0,494,TRUE
3008,2021-02-01,8,8:20:10 AM,8:20:10 AM,8:21:27 AM,0,77,TRUE
3009,2021-02-01,9,8:43:08 AM,8:43:08 AM,8:44:55 AM,0,107,TRUE
3010,2021-02-01,10,8:49:21 AM,8:49:21 AM,8:54:13 AM,0,292,TRUE
3011,2021-02-01,11,8:52:38 AM,8:52:38 AM,9:02:40 AM,0,603,TRUE
3012,2021-02-01,12,8:52:43 AM,8:52:43 AM,9:00:31 AM,0,468,TRUE
3013,2021-02-01,13,8:59:46 AM,8:59:46 AM,9:05:18 AM,0,332,TRUE
3014,2021-02-01,14,9:04:35 AM,9:04:35 AM,9:09:12 AM,0,277,TRUE
3015,2021-02-01,15,9:05:24 AM,9:05:24 AM,9:10:17 AM,0,293,TRUE
3016,2021-02-01,16,9:06:00 AM,9:06:00 AM,9:14:29 AM,0,509,TRUE
3017,2021-02-01,17,9:09:05 AM,9:09:05 AM,9:10:16 AM,0,71,TRUE
3018,2021-02-01,18,9:10:18 AM,9:10:18 AM,9:16:05 AM,0,347,TRUE
3019,2021-02-01,19,9:23:16 AM,9:23:16 AM,9:24:04 AM,0,48,TRUE
3020,2021-02-01,20,9:27:43 AM,9:27:43 AM,9:29:59 AM,0,137,TRUE
3021,2021-02-01,21,9:29:34 AM,9:29:34 AM,9:37:18 AM,0,464,TRUE
3022,2021-02-01,22,9:35:45 AM,9:35:45 AM,9:42:31 AM,0,406,TRUE
3023,2021-02-01,23,9:40:26 AM,9:40:26 AM,9:44:51 AM,0,265,TRUE
3024,2021-02-01,24,9:43:51 AM,9:43:51 AM,9:44:00 AM,0,9,TRUE
3025,2021-02-01,25,9:46:30 AM,9:46:30 AM,9:48:20 AM,0,110,TRUE
3026,2021-02-01,26,9:47:58 AM,9:47:58 AM,9:52:27 AM,0,269,TRUE
3027,2021-02-01,27,9:52:01 AM,9:52:01 AM,9:53:01 AM,0,60,TRUE
3028,2021-02-01,28,9:59:11 AM,9:59:11 AM,10:03:44 AM,0,273,TRUE
3029,2021-02-01,29,10:01:47 AM,10:01:47 AM,10:02:27 AM,0,39,TRUE
3030,2021-02-01,30,10:02:06 AM,10:02:06 AM,10:04:46 AM,0,160,TRUE
3031,2021-02-01,31,10:07:38 AM,10:07:38 AM,10:14:45 AM,0,427,TRUE
3032,2021-02-01,32,10:10:30 AM,10:10:30 AM,10:20:03 AM,0,573,TRUE
3033,2021-02-01,33,10:11:16 AM,10:11:16 AM,10:13:59 AM,0,163,TRUE
3034,2021-02-01,34,10:12:18 AM,10:12:18 AM,10:13:21 AM,0,63,TRUE
3035,2021-02-01,35,10:16:32 AM,10:16:32 AM,10:23:57 AM,0,445,TRUE
3036,2021-02-01,36,10:24:18 AM,10:24:18 AM,10:28:37 AM,0,259,TRUE
3037,2021-02-01,37,10:25:33 AM,10:25:33 AM,10:25:34 AM,0,1,TRUE
3038,2021-02-01,38,10:38:04 AM,10:38:04 AM,10:48:47 AM,0,643,TRUE
3039,2021-02-01,39,10:46:22 AM,10:46:22 AM,10:51:18 AM,0,297,TRUE
3040,2021-02-01,40,10:57:59 AM,10:57:59 AM,10:59:40 AM,0,101,TRUE
3041,2021-02-01,41,11:00:23 AM,11:00:23 AM,11:09:12 AM,0,529,TRUE
3042,2021-02-01,42,11:03:42 AM,11:03:42 AM,11:11:15 AM,0,453,TRUE
3043,2021-02-01,43,11:09:05 AM,11:09:05 AM,11:10:06 AM,0,61,TRUE
3044,2021-02-01,44,11:11:16 AM,11:11:16 AM,11:13:42 AM,0,146,TRUE
3045,2021-02-01,45,11:11:24 AM,11:11:24 AM,11:13:45 AM,0,141,TRUE
3046,2021-02-01,46,11:13:16 AM,11:13:16 AM,11:21:11 AM,0,475,TRUE
3047,2021-02-01,47,11:24:45 AM,11:24:45 AM,11:29:25 AM,0,280,TRUE
3048,2021-02-01,48,11:28:45 AM,11:28:45 AM,11:37:11 AM,0,506,TRUE
3049,2021-02-01,49,11:30:39 AM,11:30:39 AM,11:40:26 AM,0,587,TRUE
3050,2021-02-01,50,11:33:23 AM,11:33:23 AM,11:35:11 AM,0,108,TRUE
3051,2021-02-01,51,11:34:59 AM,11:34:59 AM,11:35:56 AM,0,57,TRUE
3052,2021-02-01,52,11:38:45 AM,11:38:45 AM,11:44:18 AM,0,333,TRUE
3053,2021-02-01,53,11:41:13 AM,11:41:13 AM,11:46:35 AM,0,322,TRUE
3054,2021-02-01,54,11:41:19 AM,11:41:19 AM,11:58:40 AM,0,1041,TRUE
3055,2021-02-01,55,11:41:43 AM,11:41:43 AM,11:42:49 AM,0,66,TRUE
3056,2021-02-01,56,11:50:10 AM,11:50:10 AM,11:51:38 AM,0,87,TRUE
3057,2021-02-01,57,11:54:01 AM,11:54:01 AM,12:00:59 PM,0,418,TRUE
3058,2021-02-01,58,11:56:47 AM,11:56:47 AM,12:12:50 PM,0,963,TRUE
3059,2021-02-01,59,11:58:26 AM,11:58:26 AM,11:59:59 AM,0,93,TRUE
3060,2021-02-01,60,11:59:19 AM,11:59:19 AM,11:59:55 AM,0,36,TRUE
3061,2021-02-01,61,12:02:22 PM,12:02:22 PM,12:05:36 PM,0,194,TRUE
3062,2021-02-01,62,12:04:28 PM,12:04:28 PM,12:06:02 PM,0,94,TRUE
3063,2021-02-01,63,12:04:57 PM,12:04:57 PM,12:06:29 PM,0,91,TRUE
3064,2021-02-01,64,12:05:47 PM,12:05:47 PM,12:05:47 PM,0,1,TRUE
3065,2021-02-01,65,12:06:02 PM,12:06:02 PM,12:06:38 PM,0,37,TRUE
3066,2021-02-01,66,12:18:01 PM,12:18:01 PM,12:20:46 PM,0,165,TRUE
3067,2021-02-01,67,12:21:12 PM,12:21:12 PM,12:31:54 PM,0,641,TRUE
3068,2021-02-01,68,12:29:11 PM,12:29:11 PM,12:34:37 PM,0,325,TRUE
3069,2021-02-01,69,12:32:53 PM,12:32:53 PM,12:33:40 PM,0,48,TRUE
3070,2021-02-01,70,12:39:18 PM,12:39:18 PM,12:44:23 PM,0,305,TRUE
3071,2021-02-01,71,12:41:24 PM,12:41:24 PM,12:42:11 PM,0,47,TRUE
3072,2021-02-01,72,12:49:45 PM,12:49:45 PM,1:02:29 PM,0,764,TRUE
3073,2021-02-01,73,12:50:49 PM,12:50:49 PM,12:53:03 PM,0,134,TRUE
3074,2021-02-01,74,12:51:19 PM,12:51:19 PM,12:55:02 PM,0,222,TRUE
3075,2021-02-01,75,1:10:17 PM,1:10:17 PM,1:11:34 PM,0,77,TRUE
3076,2021-02-01,76,1:14:33 PM,1:14:33 PM,1:15:44 PM,0,71,TRUE
3077,2021-02-01,77,1:21:54 PM,1:21:54 PM,1:30:37 PM,0,523,TRUE
3078,2021-02-01,78,1:23:11 PM,1:23:11 PM,1:27:18 PM,0,246,TRUE
3079,2021-02-01,79,1:31:33 PM,1:31:33 PM,1:33:08 PM,0,95,TRUE
3080,2021-02-01,80,1:33:50 PM,1:33:50 PM,1:50:47 PM,0,1017,TRUE
3081,2021-02-01,81,1:37:35 PM,1:37:35 PM,1:40:39 PM,0,184,TRUE
3082,2021-02-01,82,1:38:52 PM,1:38:52 PM,1:39:06 PM,0,14,TRUE
3083,2021-02-01,83,1:38:58 PM,1:38:58 PM,1:39:51 PM,0,54,TRUE
3084,2021-02-01,84,1:42:51 PM,1:42:51 PM,1:57:05 PM,0,855,TRUE
3085,2021-02-01,85,1:46:14 PM,1:46:14 PM,1:56:37 PM,0,623,TRUE
3086,2021-02-01,86,1:46:24 PM,1:46:24 PM,1:51:28 PM,0,304,TRUE
3087,2021-02-01,87,1:49:40 PM,1:50:47 PM,1:55:57 PM,67,310,FALSE
3088,2021-02-01,88,1:52:32 PM,1:52:32 PM,1:58:04 PM,0,332,TRUE
3089,2021-02-01,89,1:59:52 PM,1:59:52 PM,2:01:20 PM,0,88,TRUE
3090,2021-02-01,90,2:05:01 PM,2:05:01 PM,2:07:07 PM,0,126,TRUE
3091,2021-02-01,91,2:06:47 PM,2:06:47 PM,2:12:43 PM,0,356,TRUE
3092,2021-02-01,92,2:07:28 PM,2:07:28 PM,2:18:07 PM,0,639,TRUE
3093,2021-02-01,93,2:12:34 PM,2:12:34 PM,2:14:42 PM,0,127,TRUE
3094,2021-02-01,94,2:14:11 PM,2:14:11 PM,2:22:17 PM,0,486,TRUE
3095,2021-02-01,95,2:16:53 PM,2:16:53 PM,2:25:05 PM,0,492,TRUE
3096,2021-02-01,96,2:23:49 PM,2:23:49 PM,2:24:10 PM,0,21,TRUE
3097,2021-02-01,97,2:30:10 PM,2:30:10 PM,2:30:42 PM,0,33,TRUE
3098,2021-02-01,98,2:30:31 PM,2:30:31 PM,2:30:49 PM,0,18,TRUE
3099,2021-02-01,99,2:33:04 PM,2:33:04 PM,2:36:39 PM,0,215,TRUE
3100,2021-02-01,100,2:42:27 PM,2:42:27 PM,2:49:13 PM,0,405,TRUE
3101,2021-02-01,101,2:53:52 PM,2:53:52 PM,3:17:38 PM,0,1425,TRUE
3102,2021-02-01,102,2:54:52 PM,2:54:52 PM,3:00:07 PM,0,316,TRUE
3103,2021-02-01,103,2:58:05 PM,2:58:05 PM,3:20:45 PM,0,1360,TRUE
3104,2021-02-01,104,3:00:02 PM,3:00:02 PM,3:01:25 PM,0,83,TRUE
3105,2021-02-01,105,3:08:12 PM,3:08:12 PM,3:09:24 PM,0,72,TRUE
3106,2021-02-01,106,3:09:05 PM,3:09:05 PM,3:22:51 PM,0,826,TRUE
3107,2021-02-01,107,3:10:42 PM,3:10:42 PM,3:30:14 PM,0,1173,TRUE
3108,2021-02-01,108,3:11:27 PM,3:17:38 PM,3:20:55 PM,371,198,FALSE
3109,2021-02-01,109,3:14:28 PM,3:20:45 PM,3:20:57 PM,377,13,FALSE
3110,2021-02-01,110,3:17:09 PM,3:20:55 PM,3:25:39 PM,226,284,FALSE
3111,2021-02-01,111,3:17:33 PM,3:20:57 PM,3:21:33 PM,205,36,FALSE
3112,2021-02-01,112,3:25:07 PM,3:25:07 PM,3:30:50 PM,0,342,TRUE
3113,2021-02-01,113,3:27:54 PM,3:27:54 PM,3:28:18 PM,0,24,TRUE
3114,2021-02-01,114,3:31:27 PM,3:31:27 PM,3:36:09 PM,0,282,TRUE
3115,2021-02-01,115,3:34:21 PM,3:34:21 PM,3:43:50 PM,0,569,TRUE
3116,2021-02-01,116,3:37:20 PM,3:37:20 PM,3:37:41 PM,0,22,TRUE
3117,2021-02-01,117,3:50:10 PM,3:50:10 PM,3:52:39 PM,0,149,TRUE
3118,2021-02-01,118,3:54:43 PM,3:54:43 PM,3:55:21 PM,0,38,TRUE
3119,2021-02-01,119,3:58:01 PM,3:58:01 PM,4:00:30 PM,0,149,TRUE
3120,2021-02-01,120,4:02:11 PM,4:02:11 PM,4:04:01 PM,0,110,TRUE
3121,2021-02-01,121,4:03:38 PM,4:03:38 PM,4:09:21 PM,0,343,TRUE
3122,2021-02-01,122,4:05:11 PM,4:05:11 PM,4:15:27 PM,0,616,TRUE
3123,2021-02-01,123,4:08:46 PM,4:08:46 PM,4:26:16 PM,0,1050,TRUE
3124,2021-02-01,124,4:09:33 PM,4:09:33 PM,4:14:34 PM,0,301,TRUE
3125,2021-02-01,125,4:11:58 PM,4:11:58 PM,4:13:50 PM,0,113,TRUE
3126,2021-02-01,126,4:18:18 PM,4:18:18 PM,4:22:16 PM,0,238,TRUE
3127,2021-02-01,127,4:21:02 PM,4:21:02 PM,4:30:28 PM,0,567,TRUE
3128,2021-02-01,128,4:21:46 PM,4:21:46 PM,4:24:48 PM,0,181,TRUE
3129,2021-02-01,129,4:22:48 PM,4:22:48 PM,4:35:32 PM,0,764,TRUE
3130,2021-02-01,130,4:26:12 PM,4:26:12 PM,4:26:59 PM,0,47,TRUE
3131,2021-02-01,131,4:40:35 PM,4:40:35 PM,4:41:48 PM,0,73,TRUE
3132,2021-02-01,132,4:46:26 PM,4:46:26 PM,4:55:48 PM,0,562,TRUE
3133,2021-02-01,133,4:49:23 PM,4:49:23 PM,4:51:15 PM,0,112,TRUE
3134,2021-02-01,134,4:52:36 PM,4:52:36 PM,4:56:38 PM,0,242,TRUE
3135,2021-02-01,135,5:00:07 PM,5:00:07 PM,5:01:57 PM,0,110,TRUE
3136,2021-02-01,136,5:00:31 PM,5:00:31 PM,5:03:12 PM,0,161,TRUE
3137,2021-02-01,137,5:00:40 PM,5:00:40 PM,5:11:06 PM,0,626,TRUE
3138,2021-02-01,138,5:02:41 PM,5:02:41 PM,5:10:33 PM,0,472,TRUE
3139,2021-02-01,139,5:03:50 PM,5:03:50 PM,5:06:06 PM,0,135,TRUE
3140,2021-02-01,140,5:04:21 PM,5:04:21 PM,5:09:49 PM,0,327,TRUE
3141,2021-02-01,141,5:04:24 PM,5:06:06 PM,5:16:00 PM,102,594,FALSE
3142,2021-02-01,142,5:15:37 PM,5:15:37 PM,5:15:42 PM,0,5,TRUE
3143,2021-02-01,143,5:22:51 PM,5:22:51 PM,5:47:10 PM,0,1459,TRUE
3144,2021-02-01,144,5:29:22 PM,5:29:22 PM,5:30:32 PM,0,70,TRUE
3145,2021-02-01,145,5:29:53 PM,5:29:53 PM,5:30:40 PM,0,47,TRUE
3146,2021-02-01,146,5:35:25 PM,5:35:25 PM,5:37:12 PM,0,107,TRUE
3147,2021-02-01,147,5:41:11 PM,5:41:11 PM,5:46:24 PM,0,313,TRUE
3148,2021-02-01,148,5:48:01 PM,5:48:01 PM,5:50:30 PM,0,149,TRUE
3149,2021-02-01,149,5:50:54 PM,5:50:54 PM,5:55:46 PM,0,292,TRUE
3150,2021-02-01,150,5:53:07 PM,5:53:07 PM,5:56:57 PM,0,230,TRUE
3151,2021-02-01,151,5:53:40 PM,5:53:40 PM,5:55:48 PM,0,128,TRUE
3152,2021-02-02,1,8:00:00 AM,8:00:00 AM,8:01:44 AM,0,105,TRUE
3153,2021-02-02,2,8:03:23 AM,8:03:23 AM,8:08:53 AM,0,330,TRUE
3154,2021-02-02,3,8:03:58 AM,8:03:58 AM,8:06:23 AM,0,144,TRUE
3155,2021-02-02,4,8:10:45 AM,8:10:45 AM,8:10:58 AM,0,12,TRUE
3156,2021-02-02,5,8:10:56 AM,8:10:56 AM,8:13:46 AM,0,171,TRUE
3157,2021-02-02,6,8:20:02 AM,8:20:02 AM,8:21:09 AM,0,67,TRUE
3158,2021-02-02,7,8:21:07 AM,8:21:07 AM,8:26:45 AM,0,337,TRUE
3159,2021-02-02,8,8:22:14 AM,8:22:14 AM,8:23:45 AM,0,91,TRUE
3160,2021-02-02,9,8:22:19 AM,8:22:19 AM,8:27:55 AM,0,336,TRUE
3161,2021-02-02,10,8:23:06 AM,8:23:06 AM,8:57:12 AM,0,2046,TRUE
3162,2021-02-02,11,8:28:51 AM,8:28:51 AM,8:32:50 AM,0,239,TRUE
3163,2021-02-02,12,8:29:27 AM,8:29:27 AM,8:29:29 AM,0,2,TRUE
3164,2021-02-02,13,8:31:26 AM,8:31:26 AM,8:33:09 AM,0,103,TRUE
3165,2021-02-02,14,8:40:56 AM,8:40:56 AM,8:46:44 AM,0,348,TRUE
3166,2021-02-02,15,8:44:55 AM,8:44:55 AM,8:48:45 AM,0,230,TRUE
3167,2021-02-02,16,8:45:59 AM,8:45:59 AM,8:50:49 AM,0,290,TRUE
3168,2021-02-02,17,8:50:49 AM,8:50:49 AM,9:10:17 AM,0,1168,TRUE
3169,2021-02-02,18,8:53:34 AM,8:53:34 AM,8:57:53 AM,0,259,TRUE
3170,2021-02-02,19,8:57:29 AM,8:57:29 AM,9:01:27 AM,0,238,TRUE
3171,2021-02-02,20,8:59:11 AM,8:59:11 AM,8:59:34 AM,0,24,TRUE
3172,2021-02-02,21,9:02:13 AM,9:02:13 AM,9:05:25 AM,0,192,TRUE
3173,2021-02-02,22,9:14:18 AM,9:14:18 AM,9:14:48 AM,0,30,TRUE
3174,2021-02-02,23,9:14:59 AM,9:14:59 AM,9:26:15 AM,0,676,TRUE
3175,2021-02-02,24,9:26:14 AM,9:26:14 AM,9:35:37 AM,0,562,TRUE
3176,2021-02-02,25,9:37:47 AM,9:37:47 AM,9:37:49 AM,0,2,TRUE
3177,2021-02-02,26,9:39:49 AM,9:39:49 AM,9:53:23 AM,0,814,TRUE
3178,2021-02-02,27,9:40:32 AM,9:40:32 AM,9:49:30 AM,0,538,TRUE
3179,2021-02-02,28,9:40:35 AM,9:40:35 AM,9:42:20 AM,0,105,TRUE
3180,2021-02-02,29,9:55:48 AM,9:55:48 AM,9:57:19 AM,0,92,TRUE
3181,2021-02-02,30,9:56:25 AM,9:56:25 AM,9:58:47 AM,0,142,TRUE
3182,2021-02-02,31,9:59:43 AM,9:59:43 AM,10:12:00 AM,0,737,TRUE
3183,2021-02-02,32,10:01:01 AM,10:01:01 AM,10:05:26 AM,0,264,TRUE
3184,2021-02-02,33,10:04:55 AM,10:04:55 AM,10:13:33 AM,0,518,TRUE
3185,2021-02-02,34,10:06:26 AM,10:06:26 AM,10:06:41 AM,0,15,TRUE
3186,2021-02-02,35,10:18:08 AM,10:18:08 AM,10:30:08 AM,0,720,TRUE
3187,2021-02-02,36,10:20:39 AM,10:20:39 AM,10:26:58 AM,0,379,TRUE
3188,2021-02-02,37,10:33:10 AM,10:33:10 AM,10:52:18 AM,0,1148,TRUE
3189,2021-02-02,38,10:38:34 AM,10:38:34 AM,10:40:28 AM,0,114,TRUE
3190,2021-02-02,39,10:45:51 AM,10:45:51 AM,10:45:58 AM,0,8,TRUE
3191,2021-02-02,40,10:52:30 AM,10:52:30 AM,11:00:36 AM,0,485,TRUE
3192,2021-02-02,41,11:01:04 AM,11:01:04 AM,11:05:21 AM,0,258,TRUE
3193,2021-02-02,42,11:03:57 AM,11:03:57 AM,11:06:13 AM,0,136,TRUE
3194,2021-02-02,43,11:04:46 AM,11:04:46 AM,11:09:03 AM,0,257,TRUE
3195,2021-02-02,44,11:06:00 AM,11:06:00 AM,11:07:13 AM,0,72,TRUE
3196,2021-02-02,45,11:12:38 AM,11:12:38 AM,11:12:39 AM,0,1,TRUE
3197,2021-02-02,46,11:16:21 AM,11:16:21 AM,11:22:36 AM,0,376,TRUE
3198,2021-02-02,47,11:17:09 AM,11:17:09 AM,11:19:08 AM,0,119,TRUE
3199,2021-02-02,48,11:24:14 AM,11:24:14 AM,11:24:57 AM,0,44,TRUE
3200,2021-02-02,49,11:25:12 AM,11:25:12 AM,11:26:42 AM,0,91,TRUE
3201,2021-02-02,50,11:31:58 AM,11:31:58 AM,11:32:50 AM,0,52,TRUE
3202,2021-02-02,51,11:47:33 AM,11:47:33 AM,11:53:37 AM,0,364,TRUE
3203,2021-02-02,52,11:52:54 AM,11:52:54 AM,11:53:55 AM,0,61,TRUE
3204,2021-02-02,53,11:53:03 AM,11:53:03 AM,11:53:05 AM,0,2,TRUE
3205,2021-02-02,54,11:55:05 AM,11:55:05 AM,12:00:13 PM,0,308,TRUE
3206,2021-02-02,55,11:57:58 AM,11:57:58 AM,12:01:06 PM,0,188,TRUE
3207,2021-02-02,56,12:01:01 PM,12:01:01 PM,12:01:12 PM,0,11,TRUE
3208,2021-02-02,57,12:01:12 PM,12:01:12 PM,12:06:34 PM,0,322,TRUE
3209,2021-02-02,58,12:09:22 PM,12:09:22 PM,12:10:39 PM,0,76,TRUE
3210,2021-02-02,59,12:11:26 PM,12:11:26 PM,12:20:12 PM,0,526,TRUE
3211,2021-02-02,60,12:15:05 PM,12:15:05 PM,12:16:02 PM,0,57,TRUE
3212,2021-02-02,61,12:22:43 PM,12:22:43 PM,12:30:16 PM,0,452,TRUE
3213,2021-02-02,62,12:27:51 PM,12:27:51 PM,12:34:22 PM,0,391,TRUE
3214,2021-02-02,63,12:33:28 PM,12:33:28 PM,12:40:34 PM,0,426,TRUE
3215,2021-02-02,64,12:34:19 PM,12:34:19 PM,12:36:37 PM,0,138,TRUE
3216,2021-02-02,65,12:36:44 PM,12:36:44 PM,12:37:54 PM,0,69,TRUE
3217,2021-02-02,66,12:42:02 PM,12:42:02 PM,12:46:45 PM,0,283,TRUE
3218,2021-02-02,67,12:46:21 PM,12:46:21 PM,12:56:56 PM,0,635,TRUE
3219,2021-02-02,68,12:47:43 PM,12:47:43 PM,12:52:23 PM,0,280,TRUE
3220,2021-02-02,69,12:50:44 PM,12:50:44 PM,12:52:35 PM,0,110,TRUE
3221,2021-02-02,70,1:01:21 PM,1:01:21 PM,1:05:12 PM,0,231,TRUE
3222,2021-02-02,71,1:02:42 PM,1:02:42 PM,1:15:06 PM,0,744,TRUE
3223,2021-02-02,72,1:05:30 PM,1:05:30 PM,1:13:40 PM,0,490,TRUE
3224,2021-02-02,73,1:12:27 PM,1:12:27 PM,1:16:17 PM,0,231,TRUE
3225,2021-02-02,74,1:14:54 PM,1:14:54 PM,1:18:47 PM,0,233,TRUE
3226,2021-02-02,75,1:16:52 PM,1:16:52 PM,1:17:46 PM,0,54,TRUE
3227,2021-02-02,76,1:19:31 PM,1:19:31 PM,1:21:07 PM,0,95,TRUE
3228,2021-02-02,77,1:21:28 PM,1:21:28 PM,1:25:41 PM,0,253,TRUE
3229,2021-02-02,78,1:30:07 PM,1:30:07 PM,1:32:36 PM,0,149,TRUE
3230,2021-02-02,79,1:30:36 PM,1:30:36 PM,1:35:22 PM,0,286,TRUE
3231,2021-02-02,80,1:31:07 PM,1:31:07 PM,1:46:55 PM,0,949,TRUE
3232,2021-02-02,81,1:32:49 PM,1:32:49 PM,1:58:48 PM,0,1559,TRUE
3233,2021-02-02,82,1:43:22 PM,1:43:22 PM,1:50:08 PM,0,406,TRUE
3234,2021-02-02,83,1:48:52 PM,1:48:52 PM,1:51:33 PM,0,161,TRUE
3235,2021-02-02,84,1:56:40 PM,1:56:40 PM,1:57:40 PM,0,60,TRUE
3236,2021-02-02,85,1:57:16 PM,1:57:16 PM,2:00:32 PM,0,196,TRUE
3237,2021-02-02,86,2:05:43 PM,2:05:43 PM,2:08:35 PM,0,172,TRUE
3238,2021-02-02,87,2:06:15 PM,2:06:15 PM,2:13:40 PM,0,445,TRUE
3239,2021-02-02,88,2:08:43 PM,2:08:43 PM,2:23:38 PM,0,895,TRUE
3240,2021-02-02,89,2:08:45 PM,2:08:45 PM,2:26:11 PM,0,1046,TRUE
3241,2021-02-02,90,2:12:23 PM,2:12:23 PM,2:16:03 PM,0,219,TRUE
3242,2021-02-02,91,2:13:41 PM,2:13:41 PM,2:17:15 PM,0,215,TRUE
3243,2021-02-02,92,2:15:16 PM,2:16:03 PM,2:28:28 PM,47,745,TRUE
3244,2021-02-02,93,2:24:18 PM,2:24:18 PM,2:24:25 PM,0,7,TRUE
3245,2021-02-02,94,2:29:40 PM,2:29:40 PM,2:30:19 PM,0,40,TRUE
3246,2021-02-02,95,2:32:34 PM,2:32:34 PM,2:48:11 PM,0,937,TRUE
3247,2021-02-02,96,2:33:05 PM,2:33:05 PM,2:42:51 PM,0,586,TRUE
3248,2021-02-02,97,2:38:34 PM,2:38:34 PM,2:43:09 PM,0,275,TRUE
3249,2021-02-02,98,2:38:38 PM,2:38:38 PM,2:45:02 PM,0,383,TRUE
3250,2021-02-02,99,2:42:13 PM,2:42:51 PM,2:51:26 PM,38,515,TRUE
